body,title
"Este domingo 27 de Noviembre se llevó a cabo la primera cata de vodka Nemiroff , producto exclusivo de Comercializadora Labraterra, proveniente de Ucrania, en el salón de catas del evento Brasas Expo Feria 2022 en la ciudad de Caracas.De la mano de la sommelier Belkis Croquer,   los asistentes pudieron disfrutar de las Sensaciones Nemiroff, degustando el vodka Premium y Lex,productos de alta gama, armonizado con deliciosas tapas, preparadas por Komo en Casa.  Dando inicio a la actividad  con la degustación del vodka Premium elaborado con la tecnología más avanzada de Nemiroff, que pasa por un proceso de purificación y filtrado de 10 veces e incluye en su elaboración ingredientes naturales necesarios para aportar una suavidad única, con un toque de especias y regusto fresco a menta.   Finalizando con la vodka Lex, que combina un diseño exclusivo y un sabor Premium, producida con agua natural y pura que mezcla de manera bien equilibrada hierbas naturales y alcohol de grano de primera clase, creando una bebida con agradable y profundo aroma, con picantes y toques florales de cilantro y madera. También purificado y filtrada 11 veces que le da un upgrade indescriptible.Te invitamos a conocer más de la marca a través de Instagram @labraterra_venVive, Disfruta y Comparte Nemiroff.","Cata de Vodka Nemiroff , producto exclusivo de Comercializadora Labraterra"
"La Fundación Venezolana contra la Parálisis Infantil está organizando un torneo de golf el próximo 8 de diciembre en la cancha del Caracas Country Club, como parte de las actividades para conmemorar ocho décadas de labores ininterrumpidas, que le han permitido liderar la actividad del Hospital Ortopédico Infantil para cumplir su razón de ser: apoyar a niños y jóvenes, de escasos recursos económicos, con afecciones en el sistema locomotor y neuromuscular.Desde su fundación hasta la presente fecha, el Hospital ha brindado atención médica a más de siete millones de pacientes, lo cual ha sido posible gracias al apoyo de personas, empresas e instituciones que identificadas con nuestra misión han contribuido en hacer realidad este logro.En esta ocasión, el Grupo NSM, constituido por los centros comerciales El Recreo, Galerías El Recreo y Recreo La Castellana, se convierte en aliado de la Fundación como patrocinador oficial, además de otra serie de empresas y marcas que solidarias con la labor de la Fundación participan como copatrocinadores.Buen augurio destaca la excelente receptividad de los golfistas tanto de la capital como del interior del país y su particular sensibilidad social al participar en este ya tradicional encuentro de golf destinado a generar recursos para esta gran obra que inició Don Eugenio Mendoza, la Fundación Venezolana contra la Parálisis Infantil.Especial agradecimiento merece el Caracas Country Club que consecuentemente apoya a la Fundación y a su equipo humano que hace posible la realización de este Torneo. Los fondos recaudados serán destinados al financiamiento de las intervenciones quirúrgicas de pacientes, entre 0 y 16 años, carentes de recursos, con problemas músculo-esqueléticos, en sintonía con la misión del Hospital.",LA SOLIDARIDAD CONMEMORA OCHO DÉCADAS
"Caracas.- El ex primer ministro británico, Boris Johnson, reconoció que esta temporada de frío será difícil sin el gas ruso para los países que dependen de esa energía, pero que el próximo invierno podría ser aún más complicado.El político reconoció que las nuevas terminales de Gas Natural Licuado no funcionarán el año que viene y aunque ""algunos países europeos se apresuran apara construir más capacidades para crear energía eólica Marina, pero eso tampoco estará listo todavía"". Igualmente los países occidentales carecerán de reactores nucleares adicionales.Johnson señaló que, aunque el creciente apoyo a Ucrania puede ser ""doloroso"" en lo que se refiere a la asignación de fondos, se debe continuar ayudando a Kiev e instó a intensificar los esfuerzos en esa esfera.Cabe recordar que, Occidente intensificó su presión sancionadora sobre Rusia por la operación especial rusa de Ucrania, lo que provocó un aumento de los precios de la energía eléctrica, el combustible y los víveres en Europa y Estados Unidos.El presidente de Rusia, Vladímir Putin, declaró hace un tiempo que la política de contención y debilitamiento de Rusia forma parte de la estrategia occidental a largo plazo, pero las sanciones asestaron un serio golpe a toda la economía mundial.Con información de Sputnik",Boris Johnson reconoce que la temporada de frío será difícil sin el gas ruso
"Caracas.- El presidente del Instituto Autónomo de Transporte de Caracas (Intrac), G/B Miguel Gallegos, inspeccionó este jueves el protocolo de acceso a las instalaciones del Terminal de pasajero La Bandera, con miras al Operativo de Navidad 2022.A través de su cuenta en Instagram, el Intrac informó que en compañía de efectivos de los organismos de seguridad que resguardan la terminal terrestre, se realizó la verificación de las áreas de acceso y salida de pasajeros y trabajadores.Al mismo tiempo, detalló en la red social, que en la inspección se verificaron los avances de los trabajos de mantenimiento en áreas internas y externas, para comprobar la optimización del servicio, que se presta a quienes a diario acuden al terminal y para aquellos que harán uso de las instalaciones en la zafra decembrina.Según información de la Alcaldía de Caracas, la estación de buses, moviliza a 10.000 personas por día, en las rutas de las líneas que tienen como destinos la zona occidental y andina del país.",Inspeccionan terminal de pasajeros La Bandera para garantizar seguridad de usuarios
"El diputado a la Asamblea Nacional José Gregorio Correa, hizo un llamado a que los recursos apropiados indebidamente y que anunciaron que regresan a Venezuela, puedan servir para darle una mejor navidad a los jubilados y pensionados en Venezuela.En ese sentido, Correa aseguró que “alzo mi voz por la reivindicación de los jubilados porque es necesaria. Ojalá que la Navidad y el niño Jesús puedan traerle mejores reivindicaciones, con bienestar navideño y la consecución de su proveeduria para tener mejor servicio de salud”.Asimismo, explicó que “quizás con la liberación de estos recursos apropiados indebidamente por un sector, y ahora con la devolución de esos mismos, pudiera ser de beneficio para los pensionados, adultos mayores que le entregaron sus mejores años al país y hoy sus remuneraciones no les alcanza”.Finalmente, el diputado José Gregorio Correa resaltó que “Dios quiera que esto sea tomado en cuenta para este sector que tanto lo necesita”.",Diputado José Gregorio Correa espera que liberación de algunos recursos traiga beneficios a los jubilados en Venezuela
"El Instituto Nacional de Meteorología e Hidrología (Inameh) reportó a través de su cuenta en Twitter que gran parte del país se observa con nubosidad parcial y algunas zonas despejadas.Del mismo modo, Inameh reseñó que se puede apreciar nubosidad fragmentada productora de lluvias y lloviznas sobre el Zulia, Los Andes, Centro Occidente, las costas de Carabobo y Aragua; núcleos convectivos generadores de precipitaciones, algunos con descargas eléctricas en sur de Amazonas y Bolívar.Núcleos convectivos generadores de precipitaciones, algunos con descargas eléctricas (destellos azules) en sur de Amazonas, Bolívar y nuestro Esequibo. #Reporte de las 04:50 HLV #FelizSábado— INAMEH (@INAMEH) December 10, 2022 #10Dic #INAMEHInforma Temperaturas Mínimas Estimadas #FelizSábado pic.twitter.com/ACzTcACY3X— INAMEH (@INAMEH) December 10, 2022",Prevén nubosidad y lloviznas sobre algunas regiones del territorio nacional
"La Comisión Disciplinaria de la Federación Internacional de Fútbol Asociación​ (FIFA) ""ha abierto un procedimiento"" contra la Asociación Argentina (AFA) y la Federación Neerlandesa de Fútbol (KNVB) ""por posibles infracciones"" del artículo 12 del Código Disciplinario, que se refiere ""a conducta indebida de jugadores y oficiales"", durante el tenso partido de los cuartos de final del Mundial 2022, disputado este viernes en el estadio de Lusail y con triunfo de la Selección Albiceleste en la tanda de penales.Además, la AFA también se expone a posibles infracciones del ""artículo 16 (orden y seguridad de los partidos)"", según añadió la FIFA en el comunicado publicado este sábado en su página web oficial.Durante el desarrollo del encuentro, hubo enfrentamientos entre los jugadores de ambos equipos, además de diversas protestas al árbitro del choque, Antonio Mateu Lahoz, aparte de declaraciones contra la actuación del colegiado por parte de los futbolistas de ambos conjuntos al término del partido.Con información de Efe","FIFA abre procedimiento por ""conducta indebida"" a Argentina y Países Bajos"
"Caracas.- La OTAN, el Mundial de Catar o la música de Bad Bunny marcaron las tendencias de búsqueda en Google entre los hispanos en Estados Unidos en 2022, según informó este miércoles la compañía.Esta lista está compuesta por aquellos términos que son ""tendencia"", no hay que confundirlos con las más buscados.A la cabeza de las preguntas en el motor de búsqueda se encuentra ¿Qué es la OTAN?, seguido de ¿Dónde queda Ucrania?, dos interrogantes que parten del conflicto bélico que ha paralizado a medio mundo.También el Mundial de Catar ha sido tendencia durante los últimos meses, lleno de preguntas como ¿Dónde está Catar? y  ¿Dónde ver el mundial?.Y entre las diez canciones más buscadas, cinco correspondieron al reguetonero boricua Bad Bunny (""Ojitos Lindos"", la triunfadora), seguido por cuatro de regional mexicano y la viral ""Mi Bebito Fiu Fiu"" de Tito Silva.Las tendencias han crecido por la interacción de los usuarios.","Bad Bunny, Catar 2022 y otras tendencias de Google"
"“Hay sulfuros exóticos detectados como minerales de meteoritos, que no tienen ocurrencia natural en la Tierra”. El hallazgo lo reporta un científico venezolano de la UCV, Pierre Embaid, en su revisión crítica de la literatura experimental, sobre el significado de nuevos compuestos en la ciencia planetaria,(1). El asunto es interesante por “las propiedades de estos minerales, y su comportamiento magnético como superconductores a altas temperaturas en presencia de elementos menores y trazas.”El revuelo internacional resultante lo explicó The Daily Beast: “Las señales de esa tecnología podrían venir de muchas formas diferentes, tales como la contaminación de fábricas alienígenas, o estructuras habitables gigantes de estrellas enteras, o por la radiación de motores de naves espaciales de alta tecnología pertenecientes a otras especies inteligentes, solo por nombrar algunas posibilidades.”(2)En una entrevista con este cronista, el Dr. Embaid explicó cómo uno de tales sulfuros se sintetizó en 1968 y luego, en 1974, se detectó como el mineral Hedeíta en el meteorito Bustee, y en 1995 en el meteorito Kaidun. Con mucho orgullo, nuestro amigo Pierre, también anota que su anterior publicación de 2019 sobre la muestra de uno de esos minerales, cuya fórmula química corresponde a FeTi2S4, es la ficha de referencia de la base de datos mundial de difracción de rayos X, por ser aquella de” alta precisión en el tratamiento de refinación de la estructura cristalográfica”. No está demás mencionar que es la primera Ficha hecha en Venezuela incluida en esta base de datos mundial.Las especulaciones sobre estos minerales raros tomarán su tiempo y mayor diversidad, más aún con el reciente reporte canadiense de otros dos minerales nuevos, Elaliita, y Elkinstantonita en un meteorito de Somalia. Mientras tanto, la revisión de Pierre Embaid demuestra cómo la universidad venezolana sigue ofreciendo una ventana al más amplio espectro de la ciencia sin fronteras.@rrangelaldao1 https://arxiv.org/ftp/arxiv/papers/2209/2209.05679.pdf2 Exotic Meteorite Chemistry Could Be Sign of Alien Technology (thedailybeast.com)",¿Qué reportó Pierre?
"Sao Paulo, Brasil.- El exfutbolista brasileño Edson Arantes do Nascimento 'Pelé', hospitalizado desde la semana pasada, felicitó este viernes a Neymar por igualar su número de goles en la selección (77) y le pidió que siga en el equipo nacional, pese a la dolorosa eliminación en los cuartos de final del Mundial de Qatar.""Su legado está lejos de llegar al fin. Continúe inspirándonos y yo continuaré dando puñetazos al aire de felicidad con cada gol que haga, como hice con todos los partidos en los que le vi en el campo"", afirmó el tricampeón mundial, de 82 años, en sus redes sociales, destacó Efe.Pelé, en tratamiento por un cáncer de colon, está ingresado desde el 29 de noviembre en el Hospital Albert Einstein de la ciudad de Sao Paulo, donde se recupera satisfactoriamente de una infección pulmonar, según los médicos.Después de la derrota del combinado de Tite en la tanda de penaltis ante Croacia, el mítico exdelantero quiso enviar un mensaje de ánimo a Neymar, quien tras el encuentro rompió a llorar sobre el césped y dejó abierta la posibilidad de retirarse de la selección.""Desgraciadamente, ya no es un día feliz para nosotros, pero usted siempre será una fuente de inspiración en la que muchos desean convertirse. Yo aprendí que cuanto más pasa el tiempo, más nuestro legado crece"", indicó.Pelé también aprovechó para felicitar a Neymar por igualar los 77 goles que él marcó con la Canarinha, según las cuentas de la FIFA, y compartir el hecho de ser máximos artilleros históricos de la selección.""Los dos sabemos que eso es mucho más que un número. Nuestro mayor deber, como jugadores, es inspirar. Inspirar a nuestros colegas de profesión hoy, a las próximas generaciones y, sobre todo, inspirar a todos los que aman nuestro deporte"", dijo.""Mi récord fue establecido hace casi 50 años y nadie había conseguido aproximarse a él hasta ahora. Usted llegó hasta allí, muchacho. Eso da valor a la grandeza de su conquista"", añadió.Sin embargo, insistió en que ""ningún número es mayor que la alegría de representar"" Brasil.""Tengo 82 años y, después de tanto tiempo, espero haberte inspirado de alguna forma para llegar tan lejos. Espero que su conquista contagie a los millones de personas que le siguen a desafiar lo que parece imposible"", completó Pelé, quien como Neymar, se formó en el Santos.Pelé está ingresado para evaluar un cambio en el tratamiento de quimioterapia al que se ha sometido desde que le extirparon un tumor en el colon, en septiembre de 2021.Días más tarde, los médicos informaron que también padecía una infección respiratoria, que surgió después de que el exfutbolista contrajo covid-19 hace alrededor de un mes, según explicaron sus hijas.Sus hijas también han desmentido versiones de prensa según las cuales Pelé ya no está respondiendo al tratamiento de quimioterapia, por lo que sus médicos optaron por suspenderlo y pasar a cuidados paliativos. Información de Efe.",Pelé le pide a Neymar desde el hospital que siga en la selección brasileña
"Caracas, 30 de noviembre 2022.- La Casa Pampero presenta una nueva imagen premium unificada y suma a su portafolio el Ron Añejo Pampero Especial para completar una línea de productos armoniosa y elegante, que destaca y comunica los atributos que la califican mundialmente como excepcional y que es sinónimo de Venezuela alrededor del mundo.Los célebres elementos del ron Pampero Aniversario: botella redondeada inspirada en la tapara; sello en relieve con su distintivo hombre a caballo y su etiqueta orlada, son los elementos unificadores de la nueva cara del portafolio, diseñado para conectar con su historia y proyectarse al futuro a través del mensaje: todo cambia, la esencia permanece.   Con este lanzamiento se rinde tributo a los fundadores de la marca “que reflejan el espíritu de un país emprendedor que se abre caminos con pasión genuina, con valentía, seguros de su propósito, para seguir explorando y compartiendo con el mundo un legado”, explica Jessika Uzcategui, directora de mercadeo de Diageo Venezuela.Con más de 84 años en el mercado y en pleno esplendor, Pampero está presente en más de 40 países de cuatro continentes. Con su nuevo portafolio ofrece una imagen internacional consolidada, premium, y contemporánea en sus tres variantes.  Fiel a su esencia pionera se mantiene a la cabeza de uno de los rones venezolanos más premiados del mundo. Solo este año ha ganado 15 medallas en las competencias internacionales más respetadas en Inglaterra y Estados Unidos. “La identidad global del portafolio nos permitirá continuar escalando mercados y sumando reconocimientos para el país”, agrega Federico Mendoza, gerente general de Diageo Venezuela.Todo cambia, la esencia permaneceLa campaña para presentar al nuevo Pampero es “una invitación a todos los venezolanos a que manifestemos externamente nuestras cualidades, a conectarnos con esa fuerza interna que es la versión más grande de nosotros, para permitirnos avanzar por la vida con plenitud, en clara analogía con la identidad una marca venezolana única, que evoluciona y permanece fiel a su esencia”, destaca el gerente general de Diageo.La imagen gráfica actualizada está concebida para resaltar la excepcionalidad y las credenciales de sus líquidos con empaques que hablan de lujo y contemporaneidad. Adaptándose a las preferencias y a las actuales tendencias del mercado, un portafolio fácilmente distinguible por componentes relevantes que definen la ocasión para su consumo:   Ron Pampero Aniversario: la joya de la Casa Pampero, muestra el orgullo por su esencia con el nombre de Venezuela tallado a los pies de su exclusiva botella. El artístico nuevo sello en cobre y detalles en relieve metalizado en su etiqueta blanca ribeteada, comunican la exclusividad del líquido. Su funda inconfundible de cuero con detalles impresos con minuciosidad y una tapa visible de corcho natural, resguardan su preciado galardonado en algunas de las competencias internacionales más prestigiosas alrededor del mundo. Su consumo perfecto es en las rocas o en un Old Fashioned, ideal para cerrar el día o para las celebraciones más especiales.Ron Pampero Selección:  su nueva silueta de curva suave, tapa metálica y etiqueta del color de los barriles de roble en los que reposó, guarda la majestuosa y armónica combinación de rones añejados, seleccionados y mezclados artesanalmente para obtener la perfección. Es ideal servido con tónica y naranja para una mezcla de sabores sofisticada y exquisita.Ron Pampero Especial: es la incorporación que unifica la presentación global de la marca y que distingue, ahora, a la armoniosa mezcla de rones añejos. Su deslumbrante color dorado define el tono de su etiqueta y de su tapa metálica. Descrito como “rico, indulgente y extremadamente delicioso”, su presentación contemporánea y brillante resaltan las notas sensoriales a vainilla, caramelo y fruta madura que lo identifican. Consumirlo en mojito de parchita o en el clásico Cuba Libre, siempre es un acierto.El cambio gráfico de Pampero lo sitúa dentro de “los estándares de premiumness del mercado internacional y demarca el camino de grandeza que seguirá recorriendo la marca durante los próximos años”, agrega Mendoza.El espíritu de que lo somosPampero, Ron de Venezuela con Denominación de Origen Controlado, nació en 1938 de la mano de los emprendedores Alejandro Hernández y Luis Manuel del Toro, en la urbanización Quinta Crespo de Caracas. A partir de 1950 sus rones son elaborados en la hacienda La Guadalupe, ubicada en los Valles del Tuy.  Con el propósito que en Venezuela se produjera el mejor ron del mundo, Pampero procesó en 1954 el primer añejo certificado en el país con 2 años de envejecimiento, lo que elevó estándares de calidad de los destilados producidos en el país, marcando un antes y un después en la historia del ron en Venezuela.   Acerca de Diageo: Diageo es una compañía dedicada a la comercialización y producción de bebidas premium disfrutadas por millones de personas en todo el mundo. Globalmente, participa en las categorías de licores, cervezas y vinos. Nuestro portafolio abarca marcas icónicas como los rones venezolanos CACIQUE® y PAMPERO®; los whiskys escoceses JOHNNIE WALKER®, BUCHANAN’S®, CHEQUERS®, HAIG SUPREME®, BLACK & WHITE® y OLD PARR®; también está la crema de whisky BAILEYS®; el vodka y la ginebra GORDONS®, producida localmente; y las bebidas listas para tomar de fabricación nacional SMIRNOFF® ICE, SMIRNOFF® y GREEN APPLE BITE. En Venezuela, Diageo está presente desde 1997, más de 20 años de historia continua, creciente y responsable en Venezuela.Diageo, como organización comprometida a largo plazo con el desarrollo de Venezuela, contempla un portafolio de inversión social, que en el marco de nuestra estrategia de Sostenibilidad y Responsabilidad tiene dos prioridades: liderazgo enfocado en el consumo responsable de alcohol en la sociedad, a través de nuestras plataformas de información, educación y capacitación en CONSUMO RESPONSABLE de bebidas alcohólicas, entre las que se encuentra DRINKIQ.com; y contribuir al desarrollo de comunidades prósperas, a través del programa “APRENDIENDO PARA LA VIDA”, el cual busca transformar la vida de personas mayores de edad a través de la educación en oficios de GESTIÓN DE BARES Y RESTAURANTES y LIDERAZGO EN VENTAS",Ron Pampero celebra la esencia de lo que somos con su nueva imagen premium y el lanzamiento de Ron Pampero Especial.
"Caracas.- El próximo domingo 11 de diciembre a partir de las 10:00 de la mañana se efectuará el Clásico Internacional del Caribe 2022, en la sede del Parque Hugo Chávez, en La Rinconada, Caracas.La información la confirmó el presidente del Instituto Nacional de Hipódromos (INH), Antonio Álvarez, en rueda de prensa en la capital, transmitida por Venezolana de Televisión este viernes.Agradeció la confianza que países como Panamá, México, República Dominicana, Puerto Rico, Trinidad y Tobago le han depositado a Venezuela en la organización del evento, que además contará con la participación de los mejores jinetes del mundo y ejemplares, resaltó.A su vez, Álvarez se refirió  a las expectativas que hay sobre este evento: ""La emoción se siente y se vive, los jinetes están expectantes de ver las tribunas llenas"" debido a que en otros países no se vive el hipismo como en Venezuela.#EnVideo📹| Superintendente de Actividades Hípicas, @potroalvarez dio la bienvenida al magno evento que se realizará este domingo #11Dic a partir de las 10:00 a. m. e igualmente a países hermanos de Centro América y el Caribe en Venezuela. #NavidadEsAlegría pic.twitter.com/qxgX7bQusZ— VTV CANAL 8 (@VTVcanal8) December 9, 2022 De igual forma señaló que también están haciendo esfuerzos para la organización y seguridad del evento, que contará con entrada gratuita al público que se podrá ubicar en las tribunas A y C, mientras que en la tribuna B será para los invitados internacionales de países como Qatar, Argentina y Chile.El presidente del Instituto Nacional de Hipódromos significó la importancia de que el clásico regrese a Venezuela debido a que es un evento que genera mucho empleo.El entrenador hípico panameño Alberto Paz Rodríguez también comentó sobre el evento y el clima en el país: ""Nos causó buena impresión lo que vimos en julio, la tradición hípica de Venezuela se va a revivir este domingo. Todas las instalaciones se encuentran en buenas condiciones. La hípica es una máquina de crear trabajos, y estoy seguro de que esto abrirá puertas"".El Clásico Internacional del Caribe llevará el nombre de Alberto Paz Rodríguez en honor a este histórico entrenador panameño, que también dirá presente en La Rinconada.",Clásico Internacional del Caribe 2022 se efectuará el domingo 11 de diciembre
"Miles de asistentes al concierto de cantante de reguetón Bad Bunny en la Ciudad de México no pudieron ingresar el viernes al estadio Azteca, al primero de dos conciertos, por problemas de clonación o duplicado de sus boletos y acusaron a la cadena Ticketmaster.Los fans, quienes no pudieron entrar al concierto dado que les retenían el boletos, acusaron a la empresa que emite los pases, que en los últimos meses ha sido señalada por este tipo de prácticas en conciertos de artistas como Dua Lippa, Harry Styles o Daddy Yankee, reseña Efe.Ante esta situación el titular de la Procuraduría Federal del Consumidor (Profeso) de Mexico, Ricardo Sheffield, dijo en redes sociales que la institución ""ya solicitó un informe a Ticketmaster sobre el problema con los boletos de acceso al concierto de Bad Bunny en el Estadio Azteca"".Además, pidió ""a los consumidores afectados que formalicen sus quejas para atenderlas en los términos de la ley"".También el estadio Azteca emitió un comunicado en el que se pronunció sobre la duplicación y falsificación de boletos para el concierto, después de que en el exterior del estadio y en redes sociales usuarios denunciaran que no los dejaron ingresar al concierto.Pero en su nota, el estadio aunque aceptó la falta, se desligó de los problemas con los pases.El inmueble informó que trabajadores de Ticketmaster fueron notificados sobre falsificación de boletos para el evento, ""situación que es totalmente ajena"" al lugar.Además, dijo que para seguridad de los asistentes ""se cancelaron dichos accesos"" y exhortó a los afectados a interponer sus quejas directamente con Ticketmaster.El estadio estaba preparado para recibir a unas 80.000 personas pero dada la duplicidad de los boletos, la entrada se vio fuertemente disminuida.Los afectados se mantuvieron en el exterior del estadio Azteca para exigir una solución y cientos de los afectados intentaron entrar por la fuerza debido a su molestia ante la acción que padecieron.Las entradas para ambos conciertos se agotaron el pasado 10 de febrero cuando fueron puestos a la venta y en reventa estaban cotizados en 10.000 pesos, unos 500 dólares. Con información de Efe",Miles de fans se pierden a Bad Bunny en estadio Azteca por clonación de pases
"Caracas.- Ian Carlos Torres Parra como nuevo embajador de Venezuela ante el Vaticano presentó las Cartas Credenciales al Papa Francisco.El nuevo representante de Venezuela en la Santa Sede es teólogo y biblista, profesor universitario de gran prestigio. Obtuvo la Licenciatura en Filosofía en la Universidad Católica “Cecilio Acosta” (Maracaibo, 1999); realizó el Bachillerato en Teología en la Pontificia Universidad Gregoriana (Roma, 2004) y en la misma PUG también la Licenciatura en Teología Bíblica y Doctorado en Teología Bíblica concluyendo sus estudios en 2017.También obtuvo las siguientes maestrías: en Acción Política y Participación Ciudadana en el Estado de Derecho, en la Universidad “Francisco de Vitoria” (Madrid 2001); Experto en Promoción y Gestión de Organizaciones No Gubernamentales (ONG), en la Universidad Complutense (Madrid, 2001); Curso para Diplomáticos, en la Fundación Gregoriana y el Instituto Internacional Jacques Maritain (Roma – Turín, 2010), reseña Agencias Internacionales.Torres Parra ha ejercido los siguientes cargos: Secretario, Ministro Consejero y Encargado de Negocios en la Embajada en Italia (2008-2010); Ministro Consejero y Encargado de Negocios en la Embajada en Colombia (2010-2018); profesor de teología bíblica en la Universidad Javeriana de Bogotá (2013-2014); profesor de teología bíblica en la Universidad San Bonaventura de Bogotá (2013-2017); profesor de teología bíblica en la Universidad Católica «Cecilio Acosta» de Maracaibo (2021-2022); Vicerrector de Investigación y Jefe del Programa de Doctorado en Teología de la Universidad Católica de Santa Rosa de Caracas (2020-2022).Papa Francisco recibe al nuevo Embajador de Venezuela ante la Santa Sede, Dr. Ian Carlos Torres Parra. Un nuevo inicio en el fortalecimiento de las relaciones históricas y amistosas entre ambos Estados 🇻🇪🤝🇻🇦@NicolasMaduro @delcyrodriguezv @CancilleriaVE @Fariacrt pic.twitter.com/P3eC0QBXhL— @EmbaVESantaSede (@EmbaVESantaSede) December 9, 2022",Ian Carlos Torres presenta cartas credenciales en el Vaticano
"San Francisco, Estados Unidos.- La purga iniciada por Elon Musk en Twitter a principios de noviembre dejó sin trabajo a más de la mitad de sus empleados, muchos de los cuales están iniciando acciones legales, un proceso que promete ser largo y potencialmente costoso para el empresario.Es imposible saber cuántas personas siguen trabajando en Twitter, ya que la empresa californiana ya no dispone de oficina de prensa. Pero ""alrededor del 50%"" de los 7.500 empleados fueron despedidos el 3 de noviembre, según un mensaje interno. ""A todos los que perdieron sus trabajos se les ofrecieron tres meses de compensación"", tuiteó Musk al día siguiente. Cinco empleados de Twitter recientemente despedidos presentaron de inmediato una demanda colectiva contra la empresa. Expusieron dos razones principales. Por un lado, el incumplimiento de un acuerdo celebrado antes de la adquisición de la red social por parte del fundador de Tesla.El verano boreal pasado, la antigua dirección de Twitter había prometido a los empleados que, en caso de un plan de despidos, recibirían un determinado nivel de compensación económica.El objetivo era ""frenar las salidas"" de empleados, afirma Shannon Liss-Riordan, abogada de los demandantes. Unos 700 trabajadores dimitieron antes de estar seguros de que el multimillonario se haría cargo de la plataforma.""Entonces apareció Musk y tiró esa promesa por la ventana"", asegura la abogada.La segunda razón refiere al plazo de preaviso de 60 días exigido por la legislación estadounidense para los despidos masivos (ley Warn, o de advertencia o aviso en español), que no fue respetada en el caso de algunos empleados.""Twitter afirma que fueron despedidos por mala conducta, cuando en nuestra opinión formaban parte de un plan de despidos más amplio"", continúa Liss-Riordan.- Oficinas-dormitorios -La abogada también acompaña otras dos demandas colectivas, una en nombre de los empleados de un subcontratista y otra por discriminación. Dos semanas después de los despidos, Musk impuso un ultimátum: trabajar a pleno en la oficina, o marcharse. Sin embargo, el teletrabajo es la única opción para algunos empleados con discapacidad.La empresa, con sede en San Francisco, también está siendo investigada por convertir algunas de sus oficinas centrales en dormitorios para los empleados que duermen allí, según la estación de radio local KQED News. La plataforma le pidió al juez federal de San Francisco, James Donato, que desestime los reclamos de los cinco exfuncionarios y les obligue a someterse a un arbitraje individual, en función de una cláusula de sus contratos.Los demandantes, en tanto, piden al tribunal que se pronuncie colectivamente sobre si Twitter infringió la ley, antes de remitirlos a arbitraje. ""Si el tribunal opta por el arbitraje, estamos preparados para presentar cientos, si no miles, de reclamos individuales para garantizar que los empleados reciban lo que les corresponde"", afirma Liss-Riordan.- Bombardeo -El lunes, la abogada californiana Lisa Bloom dijo en una conferencia de prensa que buscaría un arbitraje para varios de sus clientes, antiguos trabajadores de la red social.""Y vamos a seguir presentando estas demandas, una por una, bombardeando a Twitter"", sostuvo. ""Por lo general, las cláusulas de arbitraje (ndlr: incluidas en los contratos) se consideran favorables al empleador y un medio para reducir costos de litigio"", describe Eric Goldman, profesor de la Facultad de Derecho de la Universidad de Santa Clara. Pero según explica este experto, las cláusulas estipuladas por Twitter establecen que los costos irían por cuenta de la firma, por lo que se abre la posibilidad de masivos pedidos de arbitraje a la Justicia, y eso podría aumentar ""drásticamente la factura"" para la firma de Musk.""El aspecto colectivo crea un incentivo para que el empleador encuentre un acuerdo amistoso"" general, argumenta Risa Lieberwitz, profesora de Derecho Laboral en la Universidad de Cornell.Goldman recuerda que Twitter ya se encuentra en una mala situación financiera, con una deuda de 13.000 millones de dólares derivada de la compra, y privada de una parte considerable de su facturación por la salida de muchos anunciantes. Elon Musk ""piensa que está por encima de la ley, que puede hacer lo que quiera"", afirma Liss-Riordan, quien también defiende a exempleados de Tesla. Pero ""tenemos leyes en este país que protegen a los empleados. E incluso el hombre más rico del mundo no puede ignorar la ley"".",El contraataque legal de exempleados de Twitter puede costarle muy caro a Elon Musk
"Caracas. - Este jueves, el director general del Instituto Aeropuerto Internacional de Maiquetía (IAIM), General de Brigada, Freddy Borges Flores inauguró una nueva “zona de estar que exalta la venezolanidad"", en la terminal aérea del estado La Guaira. El nuevo espacio del terminal aeronáutico está ubicado en el nivel 3 del área de espera pública para el disfrute de viajeros y visitantes. A través de la red social Twitter, Borges refirió que en la sala se ""exhibe, con orgullo el mapa de Venezuela y el tricolor nacional, siendo este un espacio donde los usuarios pueden descansar y capturar recuerdos”.  #InfoIAIM || Hoy #08Dic el Director General del #IAIM, GB. Freddy Borges Flores junto a sus directores de línea, inauguró una nueva Zona de Estar que exalta nuestra venezolanidad, ubicada en el nivel 3 del área pública del terminal internacional. pic.twitter.com/HIMYLagbCJ— Aeropuerto Internacional de Maiquetía (@IAIM_VE) December 8, 2022Además, indicó que las instalaciones del Aeropuerto de Maiquetía, se mantiene comprometidas en plasmar las bellezas naturales y los símbolos patrios ""para que los usuarios y pasajeros durante su paso puedan observar las bondades de Venezuela"".",Aeropuerto Internacional de Maiquetía inaugura espacios para el público
