body,title
"Miles de asistentes al concierto de cantante de reguetón Bad Bunny en la Ciudad de México no pudieron ingresar el viernes al estadio Azteca, al primero de dos conciertos, por problemas de clonación o duplicado de sus boletos y acusaron a la cadena Ticketmaster.Los fans, quienes no pudieron entrar al concierto dado que les retenían el boletos, acusaron a la empresa que emite los pases, que en los últimos meses ha sido señalada por este tipo de prácticas en conciertos de artistas como Dua Lippa, Harry Styles o Daddy Yankee, reseña Efe.Ante esta situación el titular de la Procuraduría Federal del Consumidor (Profeso) de Mexico, Ricardo Sheffield, dijo en redes sociales que la institución ""ya solicitó un informe a Ticketmaster sobre el problema con los boletos de acceso al concierto de Bad Bunny en el Estadio Azteca"".Además, pidió ""a los consumidores afectados que formalicen sus quejas para atenderlas en los términos de la ley"".También el estadio Azteca emitió un comunicado en el que se pronunció sobre la duplicación y falsificación de boletos para el concierto, después de que en el exterior del estadio y en redes sociales usuarios denunciaran que no los dejaron ingresar al concierto.Pero en su nota, el estadio aunque aceptó la falta, se desligó de los problemas con los pases.El inmueble informó que trabajadores de Ticketmaster fueron notificados sobre falsificación de boletos para el evento, ""situación que es totalmente ajena"" al lugar.Además, dijo que para seguridad de los asistentes ""se cancelaron dichos accesos"" y exhortó a los afectados a interponer sus quejas directamente con Ticketmaster.El estadio estaba preparado para recibir a unas 80.000 personas pero dada la duplicidad de los boletos, la entrada se vio fuertemente disminuida.Los afectados se mantuvieron en el exterior del estadio Azteca para exigir una solución y cientos de los afectados intentaron entrar por la fuerza debido a su molestia ante la acción que padecieron.Las entradas para ambos conciertos se agotaron el pasado 10 de febrero cuando fueron puestos a la venta y en reventa estaban cotizados en 10.000 pesos, unos 500 dólares. Con información de Efe",Miles de fans se pierden a Bad Bunny en estadio Azteca por clonación de pases
"Caracas.- Telegram anunció un cambio de mayor interés y poco habitual en la escena digital. La aplicación permite el registro sin una tarjeta SIM, para que la experiencia sea anonimizada y más privada. De hecho, ahora es posible usar la aplicación sin que sea requisito compartir el número telefónico que identifica a cada usuario.La novedad es parte de un update de la herramienta de mensajería, disponible en la versión 9.2 de Telegram, explica el portal Xataka Android, el cual calificó a este cambio como la mejor actualización de Telegram en su historia. Pero para aprovechar el cambio hay que pagar.En la práctica, el nuevo método permite realizar el registro sin compartir el número de teléfono y, por eso, sin la tarjeta SIM.La clave de esta movida es la descentralización de las cadenas de bloques: en lugar de números telefónicos y tarjetas que entregan las compañías de telecomunicaciones, Telegram avanza con registros mediante números anónimos asociados al blockchain.La base de esta metodología son las cadenas de bloques, aquellas que también sustentan a las criptomonedas y a los NFTs, entre otros activos e informaciones.Telegram creó un sistema de números anónimos, que operan a través de su plataforma Fragment y solamente son funcionales dentro de su entorno.""En Telegram, tu número de teléfono nunca fue visible para desconocidos: nuestros usuarios controlan quién puede ver tu número y si otros pueden encontrarlos por tu número de teléfono"", señalaron los responsables de la aplicación en el anuncio oficial de esta novedad incluida en la versión 9.2.Al respecto, agregaron: ""Hoy comienza una nueva era de privacidad"", ya que ahora es posible ""tener una cuenta de Telegram sin tarjeta SIM e iniciar sesión utilizando números anónimos con tecnología blockchain disponibles en la plataforma Fragment"".¿Cómo funciona?Según explica Xataka, el funcionamiento implica comprar un número en una cadena de bloques en lugar de adquirir una tarjeta SIM con un operador de telefonía.La nueva lógica también se apoya en la red TON y los precios varían en función del token. Un número aleatorio se puede conseguir por unos 9 TON, que en este momento equivalen a poco más de 16 dólares.",Telegram ahora funciona sin tarjeta SIM
"Caracas.- Funcionarios del Cuerpo de Investigaciones Científicas, Penales y Criminalísticas (Cicpc) del estado La Guaira capturaron a Yazmín Prieto Paduaniz, acusada de asesinar a sus tres nietos.La mujer, identificada como Yazmín Prieto Paduaniz, se encontraba solicitada desde desde el 23 de enero de 2019, debido a acusaciones de homicidio intencional calificado contra sus nietos Yoenny Daniela (5), Brayan Alejandro (7) y Branyelis Fabiana Prieto Paduaniz (8).Prieto fue detenida en el Aeropuerto Internacional Simón Bolívar de Maiquetía mientras intentaba huir del país. Según el reporte oficial, los menores estaban al cuidado de su tía Yasmín Prieto Paduaniz (21), quien fue detenida por el Cicpc al momento del hallazgo de los cuerpos. Los cadáveres habrían sido encontrados dentro de un pipote sin agua en un apartamento del piso 10, del bloque 3, en la urbanización 10 de Marzo.Tras las pruebas realizadas por Senamecf, se conoció que los niños habían muerto por asfixia mecánica por sumersión.La madre de los tres infantes se encuentra recluida en Tocorón por un delito ajeno a este caso.Aparte de la abuela y la tía, otro tío, identificado como Henry Alexander Prieto (31) también fue detenido por los funcionarios policiales.",Capturan en Maiquetía a una abuela acusada de asesinar a 3 de sus nietos
"Caracas.- Una reciente investigación realizada por el equipo de The Free Press reveló como la antigua administración de Twitter implementó una política para limitar la visibilidad de usuarios por sus visiones ideológicas y políticas.Esta acción conocida dentro de los ejecutivos de la empresa como “filtrado de visibilidad” (VF por sus siglas en inglés) consiste en la prohibición oculta de Twitter para evitar la amplificación de mensajes de usuarios individuales limitando el alcance de la capacidad de descubrimiento de un tweet en particular y bloquear las publicaciones de usuarios seleccionados para que nunca aparezcan en la página de “tendencia”, destacó Efe.“Controlamos bastante la visibilidad. Y controlamos bastante la amplificación de tu contenido. Y la gente normal no sabe cuánto hacemos”, develó un ingeniero de Twitter, información que fue confirmada por dos empleados adicionales de esta empresa, según reseña el equipo de The Free Press.1. A new #TwitterFiles investigation reveals that teams of Twitter employees build blacklists, prevent disfavored tweets from trending, and actively limit the visibility of entire accounts or even trending topics—all in secret, without informing users.— Bari Weiss (@bariweiss) December 9, 2022“Este grupo secreto incluía al Jefe de Asuntos Legales, Políticas y Confianza (Vijaya Gadde), el Jefe Global de Confianza y Seguridad (Yoel Roth), los directores ejecutivos posteriores Jack Dorsey y Parag Agrawal, y otros”, señaló la empresa. Además de esta unidad los investigadores aseguraron que existía un nivel más allá de la emisión oficial de boletos, más allá de los moderadores de base que seguían la política de la empresa en papel. 14. This secret group included Head of Legal, Policy, and Trust (Vijaya Gadde), the Global Head of Trust & Safety (Yoel Roth), subsequent CEOs Jack Dorsey and Parag Agrawal, and others.— Bari Weiss (@bariweiss) December 9, 2022Las medidas para limitar la visibilizaciones, interacciones y posibles viralización del contenido, se tomaban bajo el argumento de violar las normas Twitter en cuando a promoción de odio y acoso.Tal es el caso del ultraconservador Chaya Raichik cuya cuenta @libsoftiktok estaba en la lista negra de tendencias y se ordenaba “no tomar medidas sobre el usuario sin consultar con SIP-PES”La cuenta de Raichik había sufrido al menos seis suspensiones bajo la acusación de violar la política de Twitter contra la “conducta de odio”, señalamiento que fue desmentido según un memorando interno de SIP-PES se reconocía que “no se ha involucrado directamente en un comportamiento que viole la política de conducta odiosa”.19. But in an internal SIP-PES memo from October 2022, after her seventh suspension, the committee acknowledged that “LTT has not directly engaged in behavior violative of the Hateful Conduct policy."" See here: pic.twitter.com/d9FGhrnQFE— Bari Weiss (@bariweiss) December 9, 2022Las comunicaciones internas también revelaron que esta censura silenciosa se expandía conforme a las solicitudes de los ejecutivos tal como lo solicita director global de confianza y seguridad de Twitter en un mensaje a un colega donde pedía ampliar las investigaciones para respaldar la expansión de esta política secreta.23. In internal Slack messages, Twitter employees spoke of using technicalities to restrict the visibility of tweets and subjects. Here’s Yoel Roth, Twitter’s then Global Head of Trust & Safety, in a direct message to a colleague in early 2021: pic.twitter.com/Li7HDZJtIJ— Bari Weiss (@bariweiss) December 9, 202224. Six days later, in a direct message with an employee on the Health, Misinformation, Privacy, and Identity research team, Roth requested more research to support expanding “non-removal policy interventions like disabling engagements and deamplification/visibility filtering.” pic.twitter.com/lqiJapHjct— Bari Weiss (@bariweiss) December 9, 2022Estas fueron algunas de las primeras denuncias que surgen tras la salida de la antigua administración de Twitter luego que esta empresa fuera adquirida por el multimillonario Elon Musk, quien aseguró que revelaría el esquema de censura que se había implementado en esta red social sin el conocimiento de los usuarios y a discreción ideológica y política de ejecutivos.Con información de Últimas Noticias",“Lista Negra”: Twitter censura en secreto a múltiples usuarios de su plataforma
"Bernabé Gutiérrez, Secretario General Nacional de Acción Democrática, a través de sus redes sociales ratificó que el partido blanco no participará en las elecciones primarias convocadas por el G4.“La posición de #AcciónDemocrática frente a las primarias convocadas por el G4 es firme, no participamos, ni nos prestamos para legitimar las acciones delictivas de un cuarteto que ha usado un “gobierno interino” para desfalcar los activos de Venezuela en el extranjero”, reiteró.En este orden de ideas expresó que Acción Democrática es la primera fuerza opositora del país, con más historia, con más experiencia en el ámbito presidencial y con más militantes a nivel nacional.“Quienes dirigimos las riendas de Acción Democrática, no somos ambiguos, ni pescamos en río revuelto, mucho menos hipotecaremos el futuro del país, poniendo en manos de fariseos el destino de Venezuela”, acotó.Finalmente dijo que Acción Democrática ni se compra ni se vende, y no participará en unas primarias que ya tienen el resultado cantado.“En 2024 con la fuerza indetenible de nuestro pueblo llegaremos a Miraflores a gobernar para todos los venezolanos, erradicando para siempre el odio y el rencor, y dando paso al bienestar y al progreso del país”, sentenció.Información de Acción Democrática (Prensa).","Bernabé Gutiérrez: ""AD ni se compra ni se vende, no participaremos en unas primarias que ya tienen el resultado cantado"""
"Doha.- Marruecos hizo historia al meterse en las semifinales del Mundial, convirtiéndose en el primer equipo africano en llegar a semifinales de esta competición, tras imponerse 1-0 al Portugal de Cristiano Ronaldo, estes sábado en Doha.Un gol de Youssef En-Nesyri (42) permitió este día histórico para los marroquíes, que se convierten también en el primer país árabe en alcanzar la penúltima ronda de un Mundial.El conjunto entrenador por Walid Regragui, verdugo de España en los penales en los octavos de final del torneo, sigue su espectacular camino en Catar y se enfrentará por una plaza en la final al vencedor del duelo entre Francia e Inglaterra de este sábado.""Es increíble, si me dices al inicio de la Copa del Mundo, que llegamos a semifinales, ganando a Bélgica, España y Portugal, te diría que es imposible"", afirmó Regragui tras el partido.Marruecos, que acabó con diez por la expulsión de Walid Cheddira (90+3), volvió a hacer valer su fortaleza defensiva y sus contraataques, ante una selección portuguesa, en la que Cristiano Ronaldo volvió a ver el inicio del encuentro desde el banquillo.Avisó primero Joao Félix con un remate de cabeza en plancha tras un saque de falta que obligó a estirarse el arquero Yassine Bounou 'Bono' (5).- Aparece En-Nesyri -Portugal se hizo el amo del balón frente a una selección marroquí bien replegada atrás, esperando hacer daño con rápidas salidas.En uno de estos contraataques, Selim Amallah recibió en el corazón del área, pero su remate se fue alto (34).El último cuarto de hora de la primera parte fueron los mejores minutos de los 'Leones del Atlas', que pudieron adelantarse con otro disparo de Sofiane Boufal detenido por Diogo Costa (35).Cerca del descanso, una nueva llegada por la izquierda acabó con un centro al área donde se elevó En-Nesyri ante la mala salida de Diogo Costa para cabecear al fondo de las mallas lusas (42) para deleite de los aficionados marroquíes.Por delante en el marcador, Marruecos puso aún más el cerrojo frente a un Portugal, que tras la pausa se lanzó con todo hacia el arco contrario, encerrando a los norteafricanos en su campo.""En el segundo tiempo mejoramos el juego, queríamos tener más movilidad y ayudar a los jugadores a pasar a través de la defensa. Creamos cuatro o cinco situaciones, pero no marcamos. A veces tienes que tener un poco de suerte y hoy no tuvimos"", dijo el seleccionador luso, Fernando Santos, tras el encuentro.Santos dio entrada a Cristiano Ronaldo por Ruben Neves y a Joao Cancelo por Raphael Guerreiro (51) para dar más mordiente a su ataque.Cristiano Ronaldo, de paso, sumó un nuevo récord al jugar su partido 196 con el escudo de Portugal e igualar el récord mundial de partidos internacionales de selecciones que detentaba el kuwaití Bader al-Mutawa.- Asedio sin premio -El segundo tiempo fue un asedio continuo de Portugal al área contraria donde Marruecos achicaba balones.Portugal llegaba por las bandas para meter balones al área, donde se plantó Cristiano Ronaldo en medio de una maraña de jugadores en busca del balón para hacer el empate.El astro luso fabricó una gran ocasión al dejar un balón en el pico del área para Joao Félix cuyo disparo se encontró con la buena respuesta de Bono (82), que volvió a erigirse en sostén de su equipo en varios momentos.El portero marroquí, a la postre elegido hombre del partido, volvería a aparecer para detener un disparo raso de Cristiano Ronaldo (90) en lo que fue la última ocasión clara para revertir el resultado.Los últimos minutos de descuento, Maruecos se quedó con diez por la salida de Cheddira por doble amonestación (90+3), pero lograría aguantar hasta completar la gesta y seguir su camino de matagigantes en Catar.""No sé qué techo va a tener este equipo"", afirmó Bono, tras el encuentro, convencido de que ""Marruecos puede hacer milagros"".",Marruecos gana 1-0 a Portugal y será el primer equipo africano en semifinales de un Mundial
"Lima.- La presidenta peruana, Dina Boluarte, nombró este sábado su gabinete, tres días después de asumir la jefatura del Estado en sustitución de Pedro Castillo, detenido y acusado de dar un golpe de Estado, con el ex fiscal superior Pedro Miguel Angulo Arana como primer ministro.🚨 #ENVIVO | Pedro Miguel Ángulo Arana jura como presidente del Consejo de Ministros del gabinete de Dina Boluarte.https://t.co/p8dadB6LVb— Política y Economía La República (@Politica_LR) December 10, 2022En una ceremonia protocolaria celebrada en el Palacio de Gobierno, Boluarte tomó juramento a Angulo Arana como jefe de gabinete y le invocó a actuar en contra de la corrupción, destacó Efe.",Boluarte nombra su gabinete con un exfiscal superior como primer ministro
"Las negociaciones entre madurismo y quienes se le oponen tienen un reducido campo. Los señalamientos entre las partes son muy gruesos (conductas tiránicas, narcotráfico, traición a la patria, cohecho, etc.). Cordialidad aparte —que ésta tiene siempre que mediar, incluso por respeto a las terceras partes promotoras o garantes de la negociación—, lo que se negocia son asuntos muy concretos. Es igual a los casos de las negociaciones entre Churchill, Roosevelt y Stalin, en la primera mitad del siglo XX, y las adelantadas entre Nixon y Mao en la segunda mitad de ese mismo siglo. Es así como las aborda la historiografía de occidente. Las democracias representativas de occidente en sus dos máximas expresiones (EEUU y el Reino Unido) negociaron con Stalin, aun cuando a éste, la misma bibliografía, sólo como consecuencia de la llamada “Gran Purga”, le atribuye el asesinato de unas 700.000 personas. En el caso de Mao, la misma bibliografía lo culpa de la muerte de más de cuarenta millones, como consecuencia de lo que llamó el “Gran Salto hacia adelante”.Con los avances políticos que ha hecho el madurismo, el asunto para ellos son los sanciones; éstas tienen atadas al Gobierno de pies y manos, le complican, cuando no le impiden, el normal desarrollo de sus actividades, especialmente en el campo económico y financiero. También le obligan a entretener gastos y costos que, sin las sanciones, no tendrían. Pero esta visto que las sanciones no obrarán el efecto de que el madurismo entregue el poder; que, si la eliminación de las sanciones pasa porque termine o suspenda el uso de las herramientas de dudosa —cuando no negada— naturaleza democrática que ha implantado para el control del poder político en el país, eso, simplemente, no lo hará. La oposición, por su parte, puede negociar unas condiciones mínimas que le permitan participar en las elecciones de 2024, en las que, si entiende —como lo hicieron los chilenos en 1987— la real dimensión del reto político que tiene por delante y se organiza adecuadamente, tiene una gran oportunidad de tener éxito.Así, las negociaciones entre el madurismo y los representantes de la auténtica oposición política (los que fueron a México) tiene que versar, necesariamente, sobre un alivio de las sanciones y con el logro de esas condiciones mínimas para participar en las elecciones de 2024.SANTINUNEZ@Yahoo.com",Negociaciones en México
"Este domingo 27 de Noviembre se llevó a cabo la primera cata de vodka Nemiroff , producto exclusivo de Comercializadora Labraterra, proveniente de Ucrania, en el salón de catas del evento Brasas Expo Feria 2022 en la ciudad de Caracas.De la mano de la sommelier Belkis Croquer,   los asistentes pudieron disfrutar de las Sensaciones Nemiroff, degustando el vodka Premium y Lex,productos de alta gama, armonizado con deliciosas tapas, preparadas por Komo en Casa.  Dando inicio a la actividad  con la degustación del vodka Premium elaborado con la tecnología más avanzada de Nemiroff, que pasa por un proceso de purificación y filtrado de 10 veces e incluye en su elaboración ingredientes naturales necesarios para aportar una suavidad única, con un toque de especias y regusto fresco a menta.   Finalizando con la vodka Lex, que combina un diseño exclusivo y un sabor Premium, producida con agua natural y pura que mezcla de manera bien equilibrada hierbas naturales y alcohol de grano de primera clase, creando una bebida con agradable y profundo aroma, con picantes y toques florales de cilantro y madera. También purificado y filtrada 11 veces que le da un upgrade indescriptible.Te invitamos a conocer más de la marca a través de Instagram @labraterra_venVive, Disfruta y Comparte Nemiroff.","Cata de Vodka Nemiroff , producto exclusivo de Comercializadora Labraterra"
"San Francisco, Estados Unidos.- La purga iniciada por Elon Musk en Twitter a principios de noviembre dejó sin trabajo a más de la mitad de sus empleados, muchos de los cuales están iniciando acciones legales, un proceso que promete ser largo y potencialmente costoso para el empresario.Es imposible saber cuántas personas siguen trabajando en Twitter, ya que la empresa californiana ya no dispone de oficina de prensa. Pero ""alrededor del 50%"" de los 7.500 empleados fueron despedidos el 3 de noviembre, según un mensaje interno. ""A todos los que perdieron sus trabajos se les ofrecieron tres meses de compensación"", tuiteó Musk al día siguiente. Cinco empleados de Twitter recientemente despedidos presentaron de inmediato una demanda colectiva contra la empresa. Expusieron dos razones principales. Por un lado, el incumplimiento de un acuerdo celebrado antes de la adquisición de la red social por parte del fundador de Tesla.El verano boreal pasado, la antigua dirección de Twitter había prometido a los empleados que, en caso de un plan de despidos, recibirían un determinado nivel de compensación económica.El objetivo era ""frenar las salidas"" de empleados, afirma Shannon Liss-Riordan, abogada de los demandantes. Unos 700 trabajadores dimitieron antes de estar seguros de que el multimillonario se haría cargo de la plataforma.""Entonces apareció Musk y tiró esa promesa por la ventana"", asegura la abogada.La segunda razón refiere al plazo de preaviso de 60 días exigido por la legislación estadounidense para los despidos masivos (ley Warn, o de advertencia o aviso en español), que no fue respetada en el caso de algunos empleados.""Twitter afirma que fueron despedidos por mala conducta, cuando en nuestra opinión formaban parte de un plan de despidos más amplio"", continúa Liss-Riordan.- Oficinas-dormitorios -La abogada también acompaña otras dos demandas colectivas, una en nombre de los empleados de un subcontratista y otra por discriminación. Dos semanas después de los despidos, Musk impuso un ultimátum: trabajar a pleno en la oficina, o marcharse. Sin embargo, el teletrabajo es la única opción para algunos empleados con discapacidad.La empresa, con sede en San Francisco, también está siendo investigada por convertir algunas de sus oficinas centrales en dormitorios para los empleados que duermen allí, según la estación de radio local KQED News. La plataforma le pidió al juez federal de San Francisco, James Donato, que desestime los reclamos de los cinco exfuncionarios y les obligue a someterse a un arbitraje individual, en función de una cláusula de sus contratos.Los demandantes, en tanto, piden al tribunal que se pronuncie colectivamente sobre si Twitter infringió la ley, antes de remitirlos a arbitraje. ""Si el tribunal opta por el arbitraje, estamos preparados para presentar cientos, si no miles, de reclamos individuales para garantizar que los empleados reciban lo que les corresponde"", afirma Liss-Riordan.- Bombardeo -El lunes, la abogada californiana Lisa Bloom dijo en una conferencia de prensa que buscaría un arbitraje para varios de sus clientes, antiguos trabajadores de la red social.""Y vamos a seguir presentando estas demandas, una por una, bombardeando a Twitter"", sostuvo. ""Por lo general, las cláusulas de arbitraje (ndlr: incluidas en los contratos) se consideran favorables al empleador y un medio para reducir costos de litigio"", describe Eric Goldman, profesor de la Facultad de Derecho de la Universidad de Santa Clara. Pero según explica este experto, las cláusulas estipuladas por Twitter establecen que los costos irían por cuenta de la firma, por lo que se abre la posibilidad de masivos pedidos de arbitraje a la Justicia, y eso podría aumentar ""drásticamente la factura"" para la firma de Musk.""El aspecto colectivo crea un incentivo para que el empleador encuentre un acuerdo amistoso"" general, argumenta Risa Lieberwitz, profesora de Derecho Laboral en la Universidad de Cornell.Goldman recuerda que Twitter ya se encuentra en una mala situación financiera, con una deuda de 13.000 millones de dólares derivada de la compra, y privada de una parte considerable de su facturación por la salida de muchos anunciantes. Elon Musk ""piensa que está por encima de la ley, que puede hacer lo que quiera"", afirma Liss-Riordan, quien también defiende a exempleados de Tesla. Pero ""tenemos leyes en este país que protegen a los empleados. E incluso el hombre más rico del mundo no puede ignorar la ley"".",El contraataque legal de exempleados de Twitter puede costarle muy caro a Elon Musk
"La empresa de boletos Ticketmaster, encargada de distribuir la entradas para los conciertos del cantante de reguetón Bad Bunny en el estadio Azteca de Ciudad de México, ofreció este sábado 10 de diciembre su ""más sincera disculpa"" por los problemas presentados la noche del viernes cuando miles de personas no pudieron ingresar al inmueble debido a la clonación de sus boletos.Los seguidores del cantante, quienes no pudieron entrar al concierto dado que les retenían los boletos, acusaron del problema a la empresa, que en los últimos meses ha sido señalada por este tipo de prácticas en distintos conciertos, reseñó Efe.Mediante un comunicado, la firma de boletos señaló que los inconvenientes en los accesos ""fueron consecuencia de la presentación de un número sin precedente de boletos falsos, lo que provocó una aglomeración de personas fuera de lo normal y una operación intermitente de nuestro sistema"".Dijo, que lo anterior generó confusión y complicó la entrada al estadio, ""con la lamentable consecuencia de que algunos boletos legítimos les fuera negada la entrada"".Los afectados se mantuvieron en el exterior del estadio Azteca para exigir una solución, además de movilizarse en redes sociales, aunque cientos de los afectados intentaron entrar por la fuerza al concierto debido a su molestia y costo de la entrada en algunos secciones fue de 10.000 pesos, unos 500 dólares.""A los fans que hayan adquirido boletos legítimos en canales oficiales y a quienes conforme el registro electrónico no haya podido acceder al concierto, se les reembolsará el costo total del boleto"", apuntó Ticketmaster.Además, la empresa dijo que entró en contacto con la Procuraduría Federal del Consumidor (Profeco) de México, y confirmó ""que colaborará con esta para clarificar los hechos, atender y dar respuesta a los consumidores afectados. Asimismo, coadyudará con las autoridades competentes en cualquier proceso que permita inhibir y eventualmente sancionar la venta de boletos falsos"".El viernes, tras conocer la situación, el titular de la Profeco, Ricardo Sheffield, apuntó en redes sociales que la institución había ""solicitado un informe a Ticketmaster sobre el problema con los boletos de acceso al concierto de Bad Bunny en el estadio Azteca"".Además, pidió ""a los consumidores afectados que formalicen sus quejas para atenderlas en los términos de la ley"".También el estadio Azteca emitió un comunicado el viernes en el que se pronunció sobre la duplicación y falsificación de boletos para el concierto, después de que en el exterior del estadio y en redes sociales usuarios denunciaran que no los dejaron ingresar al concierto.Bad Bunny, el artista latino del momento, despide su ""World Hottest Tour"" con un par de conciertos viernes y sábado en el estadio Azteca de Ciudad de México, que abarrotó en su primera presentación tras una gira por 14 países, 43 fechas y más de 30 sedes en Estados Unidos y Latinoamérica. Con información de Efe",Ticketmaster ofrece reembolso por duplicación de pases en concierto de Bad Bunny
"Caracas.- La vicepresidenta ejecutiva de la República, Delcy Rodriguez, informó que han trazado un conjunto de acciones en defensa del mercado cambiario y la tasa oficial, emitida por el Banco Central de Venezuela. A través de su cuenta en Twitter, la funcionaria señaló que “en atención a las instrucciones del presidente de la República Bolivariana de Venezuela, Nicolás Maduro hemos trazado, junto al Vicepresidente sectorial de Economía, Tareck El Aissami, y el equipo económico, un conjunto de acciones en defensa del mercado cambiario y la tasa oficial, perturbados por el dólar criminal especulativo. Venezuela seguirá creciendo!”.En atención a las instrucciones del Pdte @NicolasMaduro hemos trazado, junto al VicePdte de Economía @TareckPSUV y el equipo, un conjunto de acciones en defensa del mercado cambiario y la tasa oficial, perturbados por el dólar criminal especulativo. Venezuela seguirá creciendo! https://t.co/tdHu6NhKIr— Delcy Rodríguez (@delcyrodriguezv) December 10, 2022La funcionaria destacó el crecimiento del sistema financiero nacional, según el reporte presentado a través de twitter, en lo que va de 2022 el país incrementó sus depósitos en un 210% y su cartera de crédito en  420%.Es importante destacar que el sistema financiero, a pesar del criminal bloqueo, ha crecido considerablemente en el año 2022 incrementando sus depósitos en un 210% y su cartera de crédito en un 420%. Quienes atacan la economía venezolana están destinados al fracaso!— Delcy Rodríguez (@delcyrodriguezv) December 10, 2022Cabe recordar que esta semana, el Ejecutivo Nacional acordó retomar, luego de dos años, una política de control de precios en más de 40 productos de consumo masivo para luchar contra la “especulación” que, a juicio del presidente Nicolás Maduro, disparó la inflación y afectó el mercado cambiario.",Gobierno Nacional establece nuevas acciones en defensa del mercado cambiario y la tasa oficial
"Horas después de darse a conocer la demanda en contra de Nick Carter integrante de la agrupación musical estadounidense Backstreet Boys, respondió a las acusaciones realizada por una joven que asegura que haber sido abusada por el artista cuando ella apenas tenía 17 años. Según datos verificados por ""E! News"" este 8 de diciembre, una mujer de nombre Shannon ""Shay"" Ruth, quien tiene autismo y parálisis cerebral, alegra que Nick Carter abusó de ella, en 2001, momento ebn que la joven asistió a un concierto de la legendaria boyband.Carter, contestó no de manera directa, sino a través de un comunicado que su abogado, Michael Holtz, hizo llegar al medio ""E! News"". Nick Carter niega haber cometido abuso sexual en contra de Shannon Ruth, y esto es lo que dijo por medio de sus defensores:""Desafortunadamente, durante varios años, la señora. Ruth ha sido manipulada para hacer acusaciones falsas sobre Nick, y esas acusaciones han cambiado repetida y materialmente con el tiempo”.El abogado continuó apuntando, “Nadie debe dejarse engañar por un truco de prensa orquestado por un abogado oportunista; no hay nada en absoluto en este reclamo, que no tenemos dudas de que los tribunales se darán cuenta rápidamente”.Acerca de por qué la mujer tardó más de dos décadas en ventilar las supuestas agresiones sexuales de Nick, los abogados de Ruth argumentaron que su cliente recibió “diversas amenazas” para disuadirla de emprender una vía legal.De acuerdo a los documentos judiciales, la acusante plantea que, tras esperar en la fila de autógrafos, Nick la invitó a ir con él al autobús del tour, en donde en el baño la obligó a practicarle sexo oral.Shay relató en estos documentos que Carter continuó la agresión sexual luego de la felación que ella la practicó a la fuerza, dijo que el cantante siguió agrediéndola en una cama del vehículo, aseverando que ella era virgen hasta antes de dicho suceso.En ese contexto, Shannon Ruth está demandando a Nick Carter por los siguientes delitos: agresión sexual, imposición intención, así como por negligencia de angustia emocional.Hasta el momento, el cantante no se ha pronunciado a través de sus redes sociales, y en Instagram promociona un concierto llamado ""Song for Tomorrow"" en beneficio a la creación de un centro de atención a la salud mental, que se hará en honor a Aaron Carter, hermano menor del cantante que pereció el pasado 5 de noviembre de 2022.Con información de Agencias",Nick Carter niega abuso sexual a mujer autista en tour de hace 20 años con Backstreet Boys
"Caracas.- El presidente de la República, Nicolás Maduro anunció este sábado que ha instruido a su gabinete a tomar medidas para defender el dólar oficial del Banco Central de Venezuela (BCV) tras el alza desmedida registrada en los últimos días.""Ordené al equipo económico tomar medidas en defensa de la Tasa Oficial, por un comercio sano que respete los derechos del pueblo"", señaló.El jefe de Estado abogó por un crecimiento económico en el país.El mandatario venezolano aseguró que su gabinete garantizará ""unas navidades felices venciendo las mafias mayameras"". La tasa oficial del BCV que rige desde este viernes es de Bs. 14,12 por dólar, mientras que la cotización del euro se ubica en Bs. 14,88.En los últimos días el precio de la divisa norteamericana ha variado de manera acelerada, en comparación a la estabilidad que mantuvo durante los meses anteriores.Frente al ataque del dólar criminal, ordené al equipo económico tomar medidas en defensa de la Tasa Oficial, por un comercio sano que respete los derechos del pueblo. Garantizaremos unas navidades felices venciendo las mafias mayameras. ¡Nadie detendrá el crecimiento económico!— Nicolás Maduro (@NicolasMaduro) December 10, 2022 Atención🔵|| El tipo de cambio publicado por el BCV es el promedio ponderado de las operaciones de las mesas de cambio de las instituciones bancarias. Al cierre de la jornada del día Viernes 09-12-2022, los resultados son:#MercadoCambiario #BCV🇻🇪 pic.twitter.com/seJ6mISyzT— Banco Central de Venezuela (@BCV_ORG_VE) December 9, 2022",Presidente Maduro ordenó tomar medidas para defender la tasa oficial del dólar
"Cristiano Ronaldo jugó este sábado contra Marruecos en los cuartos de final del Mundial de Catar su partido 196 con Portugal, igualando así el récord mundial de duelos internacionales de selecciones.El astro luso, que entró en el minuto 51 de juego en lugar del centrocampista Ruben Neves, igualó el récord del kuwaití Bader al-Mutawa y sus 196 apariciones con la camiseta nacional, que ostentaba desde el 14 de junio pasado.El astro luso suma un nuevo récord a su brillante trayectoria tras convertirse en el inicio de Catar-2022 en el primer jugador en marcar en cinco Mundiales.Cristiano anotó de penal en el minuto 65 del primer encuentro de la selección lusa en Catar contra Ghana cuando el encuentro se encontraba atascado.El tanto de la estrella portuguesa, de 37 años, sirvió para abrir el camino en un encuentro que terminó ganando Portugal por 3-2.",Cristiano Ronaldo iguala récord mundial de partidos internacionales con 196
