body,title,url
"Hace 29 años, ocho meses y 17 días que Eliseo es el encargado de un edificio de clase alta de Buenos Aires. No solo controla quién entra y sale del bloque y recoge los paquetes para sus vecinos. También se encarga del mantenimiento, ayuda con pequeñas chapuzas… Es el hombre de confianza del lugar. Pero Eliseo tiene dos caras, la sonriente y amable que muestra por delante, y la oscura y turbia que se desvela por detrás, la que sabe demasiadas cosas sobre los inquilinos. Jekyll y Hyde en versión portero. Ahora, el presidente de la comunidad de vecinos tiene como proyecto estrella construir una piscina en la azotea, lo que supondrá derruir la casa de Eliseo y, lo que es peor, sustituirle por un servicio de limpieza para ahorrar costes.","‘El encargado’, la comedia negra oculta en el catálogo de Disney+ que es un fenómeno en Argentina",https://elpais.com/television/2022-12-10/el-encargado-la-comedia-negra-oculta-en-el-catalogo-de-disney-que-es-un-fenomeno-en-argentina.html
"Amb manca de prejudicis, van aportar poe­sia i una visió sorneguera i punk de la catalanitat, amb tanta mala llet com costumisme. Els Surfing Sirles eren (són?) en Xavi Garcia a la bateria, els germans Uri (guitarra) i Guille Caballero (teclats) i Martí Sales a la veu i la guitarra. L’Uri va morir el juliol del 2013, poc abans de la publicació del seu tercer disc, Música de consum. Tenia 34 anys. Ho van deixar estar. La banda de punk? catalana —la més influent de la història del punk cantat en català— no va ser (és?) un grup convencional; van publicar tres discos: LP (2010), Romaní, semen i sang (2011) i Música de consum (2013), que en lloc de fer continuisme amb el gènere i estirar-lo com un xiclet, el remescla amb d’altres sabors (punk primigeni seixanter, kraut rock, psicodèlia de la costa oest, soul, sorollisme experimental, pop anglès...) amb tanta traça, alegria i gustet que és per sucar-hi pa.",Dels Surfing Sirles  s’aprofita tot,https://elpais.com/quadern/2022-12-08/dels-surfing-sirles-saprofita-tot.html
"“Las niñas de las madres que amé tanto/ me besan ya como se besa a un santo”. Estos versos del poeta Ramón de Campoamor me dibujan siempre una sonrisa en los labios, porque hay ocasiones en que solo la cursilería está a la altura de lo que ocurre en las edades de la vida. Choca que en estos tiempos en los que las mujeres tratamos de dignificar las diferentes fases a las que nos somete la fisiología, naturalizando menstruaciones, pospartos y menopausias, siga siendo tabú lo que les ocurre a los hombres en esa zona sagrada de su anatomía, porque aun siendo hoy cualquier experiencia considerada de interés público, incluso la más íntima, jamás se vulnera el acuerdo tácito de no perturbar las fantasías animadas masculinas. La trayectoria vital de las mujeres ha sido ampliamente comentada, aunque fuera para mal y motivo de burla: ahí estaba la regla para acusar a la mujer de mal carácter, la soltería para justificar la amargura, los sofocos de la menopausia para señalar la decadencia. En cambio, parecía, incluso parece, que los hombres se iban de rositas de camino a la vejez, y que mientras las mujeres se delataban echando mano de un folleto de publicidad para abanicarse ellos seguían tan pichis. Poco ha ofrecido la ficción en este aspecto, y mucho menos la autoficción, donde se supone que lo confesional va por delante.",Miembros varoniles,https://elpais.com/opinion/2022-12-11/miembros-varoniles.html
"A estas alturas, Mila Kunis vive en un mundo de puertas abiertas. Incluida la del baño. No es del todo su decisión, pero como le confesó recientemente al programa E! News!, con una hija de ocho años como Wyatt y un hijo de seis, Dimitri, al clan KuKu —como se llama a esa pareja que forma con el también actor Ashton Kutcher—y a Kunis no le ha quedado más remedio que dejar las puertas de su casa abiertas de par en par. “Llegó ese momento en el que me dije, ‘¡Olvídate! Mejor la dejo abierta”, aseguró sobre la decisión tomada tras las continuas interrupciones familiares en su intimidad hogareña.","Mila Kunis, la “rusa judía de Ucrania” que ha recaudado 37 millones de euros para ayudar a su país de origen",https://elpais.com/gente/2022-12-10/mila-kunis-la-rusa-judia-de-ucrania-que-ha-recaudado-37-millones-de-euros-para-ayudar-a-su-pais-de-origen.html
"Cuatro años antes de que Luka Modric consolase en Qatar a Rodrygo, cuyo padre tiene un año más que Modric, tras la eliminación de Brasil ante Croacia (“esto no es nada, saldrás más fuerte, te quiero, te quiero, hijo”), Mario Mandzukic buscaba en Moscú al propio Modric, que deambulaba con un nudo en la garganta por el campo con el trofeo de mejor jugador del Mundial buscando un lugar tranquilo en el que llorar. El 9 gigantón lo encontró y le dijo con la voz ronca: “Ya sé que es duro, para mí también lo es. Pero no hay que llorar. Lo hemos dado todo y hemos hecho algo grande”. En la vida es tan importante ofrecer un hombro, como que no te falte.",El asesinato de Luka Modric y la venganza del 10,https://elpais.com/deportes/mundial-futbol/2022-12-10/el-asesinato-de-luka-modric-y-la-venganza-del-10.html
"Mediodía en un estudio fotográfico al norte de Madrid. Suena el timbre y entran cuatro personas con ropa deportiva, sonriendo y preguntando por el baño. Dejan sus abrigos y recorren el espacio hasta llegar a un burro repleto de prendas que no escatiman en fantasía: pliegues de tul blanco, lentejuelas y lazos de seda roja, transparencias y afilados tacones. Alguien bromea con la llegada anticipada de la Navidad y se escucha la voz de una mujer menuda: “Parece que hoy seré una Anitta festiva. ¡Me iré metiendo en el personaje!”, dice con sorna a sus amigos. Cuando aparece transformada dos horas después, hay un abismo entre Larissa de Macedo Machado (Río de Janeiro, Brasil, 29 años) y la mujer que posa frente al objetivo del fotógrafo. A cualquiera podría sorprenderle el contraste digno de aquel programa llamado Lluvia de estrellas, pero la protagonista lleva una década camuflada precisamente en esas vidas paralelas. “Siempre he sido una persona extremadamente tímida, así que me he hecho una imagen más fuerte y extrovertida de cara al público. A veces me funciona y a veces no, pero es la única forma de llevar al día todo esto que me ha venido”, zanja. “Todo eso” que nombra es, entre otras cosas, la fama astronómica que esta cantante brasileña ha ido ganándose desde que en 2010 subiera un vídeo a YouTube con un desodorante como micrófono.",Anitta: “La extrema derecha no ganó en Brasil porque muchísimos artistas nos unimos para denunciar la violencia”,https://elpais.com/eps/2022-12-11/anitta-la-extrema-derecha-no-gano-en-brasil-porque-muchisimos-artistas-nos-unimos-para-denunciar-la-violencia.html
"La noche argentina empezó con un estallido bajo tierra. Había empatado Croacia ante Brasil y el metro de Doha, a tope de aficionados albicelestes, explotó. Cuatro horas más tarde, terminó con otro grito, este ahogado, de liberación y rabia. Con Dibu Martínez, que había detenido dos penaltis, desplomado en una esquina, con los brazos abiertos, solo, victorioso y a la vez devorado por la angustia. Todos se fueron a abrazar a Lautaro Martínez, el autor del quinto lanzamiento, menos Messi, que buscó al meta. Como en su arenga previa a la final de la Copa América de 2021, la que cerró 28 años sin títulos.",Messi: “Mateu Lahoz nos mandó a la prórroga”,https://elpais.com/deportes/mundial-futbol/2022-12-10/messi-mateu-lahoz-nos-mando-a-la-prorroga.html
"El Partido Democrático italiano, principal motor de la socialdemocracia italiana, está desesperado por encontrar un líder que lo saque de la ciénaga en la que lleva metido desde que Matteo Renzi abandonó por primera vez su secretaría general en 2017. Tanto, podrían pensar algunos, que está a punto de encomendarse a una mujer que no nació en Italia y que ni siquiera tiene el carné de la formación. Pero esa es parte de la gracia. Elly Schlein es un meteorito nacido del signo de estos tiempos. La política (37 años) saltó a la fama a través del canal en que lo hacen los políticos que han pintado algo en Italia en los últimos años, los que son capaces de ganar elecciones. Las redes sociales impulsaron un vídeo compartido 4,5 millones de veces donde la Elly Schlein de hace tres años desnudaba al Matteo Salvini de entonces en el tema de la inmigración. Duraba dos minutos y 11 segundos. Ella se acerca al líder de la Liga a la salida de una rueda de prensa en la región italiana de Emilia Romaña. Y le hace una pregunta:","Elly Schlein, la bala de plata de la izquierda italiana",https://elpais.com/internacional/2022-12-10/elly-schlein-la-bala-de-plata-de-la-izquierda-italiana.html
"Nuria Lozano recibe cada día a Yanira en la puerta del instituto público Luisa Sigea, en Tarancón (Cuenca). Juntas van hasta su clase, donde Lozano ayuda a la joven de 17 años a dejar el abrigo en la percha que lleva su nombre y a señalar con una pinza en un cartel de cartón, de un lado, el día de la semana que están empezando y, de otro, el tiempo que hace: lluvia, sol, tormenta... Es el primer paso de unas rutinas que son fundamentales para Yanira, que tiene una discapacidad intelectual y motórica que requiere los cuidados constantes del auxiliar técnico educativo que la Junta de Castilla-La Mancha le ha asignado para atenderla durante la jornada escolar.",Un día con Yanira y Nuria o el valor del colectivo invisible que cuida del alumnado más frágil,https://elpais.com/educacion/2022-12-11/un-dia-con-yanira-y-nuria-o-el-valor-del-colectivo-invisible-que-cuida-del-alumnado-mas-fragil.html
"El presidente del Gobierno, Pedro Sánchez, ha defendido este domingo en Barcelona su política para desescalar el conflicto derivado del proceso independentista en Cataluña y ha admitido que sus políticas son “arriesgadas”. “En una decisión política de primer nivel, hemos decidido rescatar a Cataluña de la crispación para devolverla al marco que nunca debió abandonar, que es la convivencia”, ha considerado sobre su acercamiento a ERC. Sánchez, que ha participado en un acto del PSC con sus candidatos a las elecciones municipales ante 2.500 personas, también ha anunciado que, a finales de año, en un paquete de ayudas del que ya han hablado varios de sus ministros, el Ejecutivo “incorporará mecanismos para contener la evolución de los precios de los alimentos”.","Sánchez en Barcelona: “Las decisiones que tenemos que tomar son arriesgadas, pero hay que sacar el debate político de los juzgados”",https://elpais.com/espana/catalunya/2022-12-11/sanchez-en-barcelona-las-decisiones-que-tenemos-que-tomar-son-arriesgadas-pero-hay-que-sacar-de-los-juzgados-la-confrontacion.html
"La historia es perfecta. Tan perfecta que tiene héroes, villanos, abuelas centenarias, madres difuntas y casi santas, glamur, riqueza y pobreza, choque de culturas, bebés adorables… incluso un giro de guion con final agridulce. De ahí que con Enrique de Inglaterra y Meghan Markle resulte difícil, casi imposible, no deslizarse por la pendiente de la cursilería. El almíbar lo impregna todo; de hecho, es precisamente lo que pretenden los duques de Sussex, lo que llevan buscando desde que se marcharon de la familia real británica hace dos años y lo que, ahora, ansían con el estreno de la primera mitad de su docuserie para Netflix, Enrique y Meghan. Que su imperfectamente perfecto relato amoroso centre la conversación; que las anécdotas —su primer encuentro instagramero gracias a amigos en común, el anillo de compromiso con diamantes de Botsuana y otros de Lady Di, sus besos de madrugada en la cocina— sirvan como excusa para todo lo demás. Incluso para su retórica de tirar la piedra y esconder la mano contra la familia real, contra la prensa, contra la sociedad británica, contra el mundo en general, ante el que se presentan como cruzados de todo y por todo.",Enrique de Inglaterra y Meghan Markle o cuando la historia perfecta no da más de sí,https://elpais.com/gente/2022-12-10/enrique-de-inglaterra-y-meghan-markle-o-cuando-la-historia-perfecta-no-da-mas-de-si.html
